secret,success,attempts,policy,use_hints
nárea,True,5,ADJ-HEUR,True
porca,True,6,ADJ-HEUR,True
loiça,True,2,ADJ-HEUR,True
pauda,True,5,ADJ-HEUR,True
campo,True,4,ADJ-HEUR,True
apecu,True,4,ADJ-HEUR,True
nolha,True,6,ADJ-HEUR,True
leixa,True,4,ADJ-HEUR,True
lugol,True,4,ADJ-HEUR,True
missa,True,5,ADJ-HEUR,True
lucão,True,3,ADJ-HEUR,True
hungo,True,5,ADJ-HEUR,True
maeio,True,5,ADJ-HEUR,True
usual,True,4,ADJ-HEUR,True
calor,True,2,ADJ-HEUR,True
duque,True,5,ADJ-HEUR,True
unani,True,4,ADJ-HEUR,True
jimba,True,7,ADJ-HEUR,True
uleia,True,4,ADJ-HEUR,True
canhá,True,5,ADJ-HEUR,True
daqui,True,5,ADJ-HEUR,True
altas,True,5,ADJ-HEUR,True
sacué,True,5,ADJ-HEUR,True
fólio,True,5,ADJ-HEUR,True
dotar,True,4,ADJ-HEUR,True
tioco,True,4,ADJ-HEUR,True
dieco,True,4,ADJ-HEUR,True
álibi,True,4,ADJ-HEUR,True
gemar,True,7,ADJ-HEUR,True
acuta,True,5,ADJ-HEUR,True
pavoã,True,5,ADJ-HEUR,True
mimbi,True,4,ADJ-HEUR,True
acana,True,4,ADJ-HEUR,True
pager,True,6,ADJ-HEUR,True
sigeu,True,3,ADJ-HEUR,True
rutar,True,8,ADJ-HEUR,True
fíler,True,3,ADJ-HEUR,True
rolho,True,4,ADJ-HEUR,True
sanco,True,5,ADJ-HEUR,True
maréu,True,5,ADJ-HEUR,True
omete,True,4,ADJ-HEUR,True
pacau,True,5,ADJ-HEUR,True
árgon,True,4,ADJ-HEUR,True
micas,True,3,ADJ-HEUR,True
anacã,True,4,ADJ-HEUR,True
noema,True,5,ADJ-HEUR,True
saupé,True,4,ADJ-HEUR,True
topaz,True,3,ADJ-HEUR,True
globo,True,4,ADJ-HEUR,True
agrém,True,3,ADJ-HEUR,True
argau,True,5,ADJ-HEUR,True
laçar,True,4,ADJ-HEUR,True
fomes,True,3,ADJ-HEUR,True
lízia,True,6,ADJ-HEUR,True
mixia,True,6,ADJ-HEUR,True
posto,True,6,ADJ-HEUR,True
ederé,True,3,ADJ-HEUR,True
ramal,True,4,ADJ-HEUR,True
sauro,True,5,ADJ-HEUR,True
torce,True,4,ADJ-HEUR,True
rambo,True,4,ADJ-HEUR,True
cirto,True,3,ADJ-HEUR,True
briza,True,6,ADJ-HEUR,True
verga,True,5,ADJ-HEUR,True
ardil,True,2,ADJ-HEUR,True
farme,True,5,ADJ-HEUR,True
natas,True,5,ADJ-HEUR,True
vagem,True,6,ADJ-HEUR,True
areal,True,3,ADJ-HEUR,True
lenão,True,3,ADJ-HEUR,True
pomas,True,5,ADJ-HEUR,True
dição,True,5,ADJ-HEUR,True
fecha,True,4,ADJ-HEUR,True
moesu,True,3,ADJ-HEUR,True
quépi,True,4,ADJ-HEUR,True
lepto,True,5,ADJ-HEUR,True
ouvir,True,4,ADJ-HEUR,True
depor,True,4,ADJ-HEUR,True
trião,True,3,ADJ-HEUR,True
petum,True,4,ADJ-HEUR,True
gearo,True,4,ADJ-HEUR,True
páris,True,3,ADJ-HEUR,True
desar,True,3,ADJ-HEUR,True
quépi,True,4,ADJ-HEUR,True
fônon,True,4,ADJ-HEUR,True
glifo,True,3,ADJ-HEUR,True
fetal,True,5,ADJ-HEUR,True
mécum,True,4,ADJ-HEUR,True
bermã,True,5,ADJ-HEUR,True
foupa,True,5,ADJ-HEUR,True
bidão,True,5,ADJ-HEUR,True
parar,True,6,ADJ-HEUR,True
ouros,True,3,ADJ-HEUR,True
suevo,True,5,ADJ-HEUR,True
ichão,True,4,ADJ-HEUR,True
acuti,True,3,ADJ-HEUR,True
suinã,True,5,ADJ-HEUR,True
húmus,True,3,ADJ-HEUR,True
isala,True,5,ADJ-HEUR,True
verbi,True,4,ADJ-HEUR,True
anesa,True,3,ADJ-HEUR,True
gutar,True,5,ADJ-HEUR,True
pueri,True,2,ADJ-HEUR,True
bíduo,True,4,ADJ-HEUR,True
míris,True,4,ADJ-HEUR,True
moabi,True,3,ADJ-HEUR,True
espia,True,4,ADJ-HEUR,True
átele,True,4,ADJ-HEUR,True
gasta,True,5,ADJ-HEUR,True
pargo,True,4,ADJ-HEUR,True
pachã,True,5,ADJ-HEUR,True
ulite,True,5,ADJ-HEUR,True
baque,True,3,ADJ-HEUR,True
vexar,True,6,ADJ-HEUR,True
evasé,True,4,ADJ-HEUR,True
peona,True,3,ADJ-HEUR,True
neldo,True,5,ADJ-HEUR,True
saruá,True,3,ADJ-HEUR,True
pajeú,True,5,ADJ-HEUR,True
lobar,True,2,ADJ-HEUR,True
alhas,True,3,ADJ-HEUR,True
rouba,True,4,ADJ-HEUR,True
umbro,True,3,ADJ-HEUR,True
jacuí,True,4,ADJ-HEUR,True
jucas,True,4,ADJ-HEUR,True
mardo,True,5,ADJ-HEUR,True
toira,True,4,ADJ-HEUR,True
relva,True,4,ADJ-HEUR,True
édalo,True,7,ADJ-HEUR,True
bumbá,True,5,ADJ-HEUR,True
cormo,True,7,ADJ-HEUR,True
orobô,True,4,ADJ-HEUR,True
ermal,True,2,ADJ-HEUR,True
atroz,True,3,ADJ-HEUR,True
foula,True,4,ADJ-HEUR,True
pigro,True,5,ADJ-HEUR,True
darei,True,4,ADJ-HEUR,True
edule,True,4,ADJ-HEUR,True
sindo,True,4,ADJ-HEUR,True
lucmo,True,4,ADJ-HEUR,True
musmê,True,4,ADJ-HEUR,True
naïve,True,4,ADJ-HEUR,True
arcas,True,4,ADJ-HEUR,True
áulax,True,5,ADJ-HEUR,True
supor,True,3,ADJ-HEUR,True
mugre,True,3,ADJ-HEUR,True
juíza,True,5,ADJ-HEUR,True
silfo,True,3,ADJ-HEUR,True
acuos,True,4,ADJ-HEUR,True
rigor,True,3,ADJ-HEUR,True
xexéu,True,4,ADJ-HEUR,True
gunho,True,4,ADJ-HEUR,True
norna,True,7,ADJ-HEUR,True
brico,True,4,ADJ-HEUR,True
binha,True,6,ADJ-HEUR,True
auleu,True,4,ADJ-HEUR,True
nepos,True,3,ADJ-HEUR,True
touro,True,4,ADJ-HEUR,True
cobói,True,4,ADJ-HEUR,True
logar,True,4,ADJ-HEUR,True
viana,True,5,ADJ-HEUR,True
coiol,True,2,ADJ-HEUR,True
tataí,True,5,ADJ-HEUR,True
olina,True,3,ADJ-HEUR,True
olalá,True,3,ADJ-HEUR,True
ínula,True,5,ADJ-HEUR,True
ratos,True,3,ADJ-HEUR,True
tilim,True,3,ADJ-HEUR,True
hirpo,True,6,ADJ-HEUR,True
nocha,True,4,ADJ-HEUR,True
jocos,True,5,ADJ-HEUR,True
hobby,True,5,ADJ-HEUR,True
puaço,True,5,ADJ-HEUR,True
retar,True,7,ADJ-HEUR,True
répia,True,2,ADJ-HEUR,True
índua,True,4,ADJ-HEUR,True
fatia,True,7,ADJ-HEUR,True
varve,True,5,ADJ-HEUR,True
masca,True,5,ADJ-HEUR,True
faial,True,3,ADJ-HEUR,True
mucuá,True,4,ADJ-HEUR,True
nodos,True,3,ADJ-HEUR,True
ábavo,True,5,ADJ-HEUR,True
pituá,True,4,ADJ-HEUR,True
eólia,True,5,ADJ-HEUR,True
preto,True,3,ADJ-HEUR,True
cabas,True,5,ADJ-HEUR,True
gongó,True,5,ADJ-HEUR,True
asana,True,7,ADJ-HEUR,True
singa,True,4,ADJ-HEUR,True
anite,True,3,ADJ-HEUR,True
erato,True,4,ADJ-HEUR,True
pinta,True,6,ADJ-HEUR,True
rombo,True,4,ADJ-HEUR,True
grias,True,4,ADJ-HEUR,True
cumbá,True,4,ADJ-HEUR,True
jades,True,5,ADJ-HEUR,True
turfe,True,4,ADJ-HEUR,True
nende,True,3,ADJ-HEUR,True
chica,True,5,ADJ-HEUR,True
morro,True,6,ADJ-HEUR,True
zoura,True,5,ADJ-HEUR,True
meldo,True,4,ADJ-HEUR,True
mulim,True,4,ADJ-HEUR,True
jouja,True,5,ADJ-HEUR,True
tegui,True,4,ADJ-HEUR,True
reger,True,3,ADJ-HEUR,True
badua,True,5,ADJ-HEUR,True
lobos,True,3,ADJ-HEUR,True
quimo,True,5,ADJ-HEUR,True
guapo,True,4,ADJ-HEUR,True
acole,True,2,ADJ-HEUR,True
tempe,True,4,ADJ-HEUR,True
gusla,True,6,ADJ-HEUR,True
uigur,True,4,ADJ-HEUR,True
ramar,True,6,ADJ-HEUR,True
rezar,True,8,ADJ-HEUR,True
asana,True,7,ADJ-HEUR,True
marcá,True,5,ADJ-HEUR,True
manca,True,4,ADJ-HEUR,True
cegar,True,5,ADJ-HEUR,True
maseu,True,4,ADJ-HEUR,True
ganês,True,5,ADJ-HEUR,True
mosbá,True,3,ADJ-HEUR,True
ponda,True,4,ADJ-HEUR,True
úbero,True,4,ADJ-HEUR,True
açumi,True,3,ADJ-HEUR,True
aboma,True,2,ADJ-HEUR,True
feias,True,3,ADJ-HEUR,True
fobar,True,5,ADJ-HEUR,True
maniú,True,3,ADJ-HEUR,True
haúça,True,4,ADJ-HEUR,True
michê,True,4,ADJ-HEUR,True
vênus,True,4,ADJ-HEUR,True
cuaxi,True,5,ADJ-HEUR,True
iscas,True,5,ADJ-HEUR,True
dumbó,True,4,ADJ-HEUR,True
canté,True,5,ADJ-HEUR,True
elueu,True,3,ADJ-HEUR,True
amplo,True,3,ADJ-HEUR,True
nanás,True,5,ADJ-HEUR,True
cutiú,True,4,ADJ-HEUR,True
abadô,True,5,ADJ-HEUR,True
miode,True,3,ADJ-HEUR,True
úsnea,True,6,ADJ-HEUR,True
bébia,True,6,ADJ-HEUR,True
lulão,True,5,ADJ-HEUR,True
endes,True,3,ADJ-HEUR,True
logba,True,4,ADJ-HEUR,True
temão,True,5,ADJ-HEUR,True
zeugo,True,5,ADJ-HEUR,True
ipetê,True,4,ADJ-HEUR,True
rafar,True,4,ADJ-HEUR,True
cruro,True,3,ADJ-HEUR,True
ditar,True,6,ADJ-HEUR,True
arceu,True,2,ADJ-HEUR,True
bodum,True,3,ADJ-HEUR,True
paúna,True,6,ADJ-HEUR,True
badua,True,5,ADJ-HEUR,True
geteu,True,5,ADJ-HEUR,True
capim,True,3,ADJ-HEUR,True
pelos,True,2,ADJ-HEUR,True
loaco,True,2,ADJ-HEUR,True
muieu,True,3,ADJ-HEUR,True
curvo,True,6,ADJ-HEUR,True
monvo,True,7,ADJ-HEUR,True
meúle,True,3,ADJ-HEUR,True
jangá,True,5,ADJ-HEUR,True
tarro,True,5,ADJ-HEUR,True
impio,True,7,ADJ-HEUR,True
tonca,True,3,ADJ-HEUR,True
lurda,True,4,ADJ-HEUR,True
falda,True,6,ADJ-HEUR,True
verbi,True,4,ADJ-HEUR,True
crico,True,7,ADJ-HEUR,True
tiatã,True,5,ADJ-HEUR,True
ressa,True,4,ADJ-HEUR,True
nônea,True,7,ADJ-HEUR,True
nablo,True,4,ADJ-HEUR,True
utata,True,6,ADJ-HEUR,True
lelés,True,3,ADJ-HEUR,True
ácaro,True,3,ADJ-HEUR,True
zabro,True,6,ADJ-HEUR,True
uanda,True,4,ADJ-HEUR,True
xexéu,True,4,ADJ-HEUR,True
nungo,True,8,ADJ-HEUR,True
neque,True,3,ADJ-HEUR,True
fluxo,True,4,ADJ-HEUR,True
cério,True,3,ADJ-HEUR,True
uvaçu,True,4,ADJ-HEUR,True
treco,True,2,ADJ-HEUR,True
pígeo,True,6,ADJ-HEUR,True
vômer,True,5,ADJ-HEUR,True
sembê,True,3,ADJ-HEUR,True
doçal,True,5,ADJ-HEUR,True
aboço,True,5,ADJ-HEUR,True
caaia,True,7,ADJ-HEUR,True
ácari,True,3,ADJ-HEUR,True
salto,True,5,ADJ-HEUR,True
ísops,True,4,ADJ-HEUR,True
choné,True,3,ADJ-HEUR,True
zargo,True,6,ADJ-HEUR,True
nunca,True,3,ADJ-HEUR,True
grave,True,4,ADJ-HEUR,True
vinha,True,5,ADJ-HEUR,True
urgir,True,4,ADJ-HEUR,True
porém,True,4,ADJ-HEUR,True
mainá,True,5,ADJ-HEUR,True
ústia,True,7,ADJ-HEUR,True
mocha,True,3,ADJ-HEUR,True
golas,True,5,ADJ-HEUR,True
mitua,True,5,ADJ-HEUR,True
negão,True,3,ADJ-HEUR,True
lembo,True,4,ADJ-HEUR,True
docém,True,4,ADJ-HEUR,True
doces,True,4,ADJ-HEUR,True
subir,True,4,ADJ-HEUR,True
parné,True,5,ADJ-HEUR,True
chope,True,3,ADJ-HEUR,True
valas,True,8,ADJ-HEUR,True
sudão,True,4,ADJ-HEUR,True
quáli,True,3,ADJ-HEUR,True
irmão,True,4,ADJ-HEUR,True
jacre,True,3,ADJ-HEUR,True
pitiú,True,4,ADJ-HEUR,True
piúca,True,3,ADJ-HEUR,True
fódia,True,4,ADJ-HEUR,True
cueba,True,3,ADJ-HEUR,True
poaçu,True,4,ADJ-HEUR,True
cávia,True,4,ADJ-HEUR,True
uamói,True,4,ADJ-HEUR,True
aduar,True,4,ADJ-HEUR,True
fucal,True,5,ADJ-HEUR,True
mairá,True,4,ADJ-HEUR,True
greva,True,3,ADJ-HEUR,True
meigo,True,5,ADJ-HEUR,True
eruca,True,4,ADJ-HEUR,True
alvar,True,10,ADJ-HEUR,True
ungir,True,3,ADJ-HEUR,True
palós,True,5,ADJ-HEUR,True
tecum,True,4,ADJ-HEUR,True
agaré,True,5,ADJ-HEUR,True
pinhé,True,5,ADJ-HEUR,True
ponjê,True,4,ADJ-HEUR,True
pauls,True,4,ADJ-HEUR,True
faria,True,7,ADJ-HEUR,True
baião,True,3,ADJ-HEUR,True
cumbu,True,5,ADJ-HEUR,True
clori,True,2,ADJ-HEUR,True
berma,True,5,ADJ-HEUR,True
vídeo,True,5,ADJ-HEUR,True
etípe,True,4,ADJ-HEUR,True
nenho,True,5,ADJ-HEUR,True
nyhan,True,3,ADJ-HEUR,True
cílio,True,6,ADJ-HEUR,True
pitom,True,3,ADJ-HEUR,True
cuíne,True,4,ADJ-HEUR,True
astro,True,3,ADJ-HEUR,True
múmia,True,7,ADJ-HEUR,True
agues,True,4,ADJ-HEUR,True
orlar,True,2,ADJ-HEUR,True
umbro,True,3,ADJ-HEUR,True
acaiá,True,4,ADJ-HEUR,True
piúva,True,5,ADJ-HEUR,True
pelão,True,5,ADJ-HEUR,True
fuzil,True,5,ADJ-HEUR,True
guajá,True,4,ADJ-HEUR,True
alear,True,5,ADJ-HEUR,True
pelão,True,5,ADJ-HEUR,True
regra,True,6,ADJ-HEUR,True
bolos,True,4,ADJ-HEUR,True
ciena,True,3,ADJ-HEUR,True
sílex,True,4,ADJ-HEUR,True
cubal,True,4,ADJ-HEUR,True
tigré,True,4,ADJ-HEUR,True
lhano,True,4,ADJ-HEUR,True
mirgã,True,4,ADJ-HEUR,True
omiri,True,2,ADJ-HEUR,True
ralos,True,4,ADJ-HEUR,True
ilaís,True,4,ADJ-HEUR,True
pegma,True,5,ADJ-HEUR,True
quixó,True,6,ADJ-HEUR,True
redes,True,4,ADJ-HEUR,True
fuzil,True,5,ADJ-HEUR,True
abama,True,6,ADJ-HEUR,True
sumir,True,3,ADJ-HEUR,True
tione,True,4,ADJ-HEUR,True
sócia,True,4,ADJ-HEUR,True
lupaé,True,4,ADJ-HEUR,True
valer,True,4,ADJ-HEUR,True
húmus,True,3,ADJ-HEUR,True
riete,True,3,ADJ-HEUR,True
frago,True,4,ADJ-HEUR,True
suvão,True,6,ADJ-HEUR,True
vidal,True,5,ADJ-HEUR,True
gluôn,True,4,ADJ-HEUR,True
marim,True,4,ADJ-HEUR,True
jievo,True,6,ADJ-HEUR,True
jejum,True,4,ADJ-HEUR,True
imune,True,3,ADJ-HEUR,True
ancil,True,3,ADJ-HEUR,True
slide,True,4,ADJ-HEUR,True
alfar,True,2,ADJ-HEUR,True
solaz,True,4,ADJ-HEUR,True
gônis,True,5,ADJ-HEUR,True
gerno,True,5,ADJ-HEUR,True
seada,True,4,ADJ-HEUR,True
churi,True,3,ADJ-HEUR,True
mórea,True,5,ADJ-HEUR,True
cueba,True,3,ADJ-HEUR,True
palós,True,5,ADJ-HEUR,True
costo,True,4,ADJ-HEUR,True
pexém,True,5,ADJ-HEUR,True
evipa,True,5,ADJ-HEUR,True
toros,True,4,ADJ-HEUR,True
áqueo,True,4,ADJ-HEUR,True
glute,True,3,ADJ-HEUR,True
luzia,True,8,ADJ-HEUR,True
xaxim,True,5,ADJ-HEUR,True
prego,True,4,ADJ-HEUR,True
canal,True,7,ADJ-HEUR,True
pureu,True,4,ADJ-HEUR,True
anodo,True,3,ADJ-HEUR,True
vetor,True,4,ADJ-HEUR,True
lufre,True,3,ADJ-HEUR,True
bibió,True,4,ADJ-HEUR,True
cafés,True,4,ADJ-HEUR,True
sidra,True,5,ADJ-HEUR,True
alilo,True,5,ADJ-HEUR,True
pajés,True,5,ADJ-HEUR,True
visto,True,3,ADJ-HEUR,True
asase,True,4,ADJ-HEUR,True
apamá,True,4,ADJ-HEUR,True
renda,True,4,ADJ-HEUR,True
rédia,True,3,ADJ-HEUR,True
quebe,True,4,ADJ-HEUR,True
cibum,True,3,ADJ-HEUR,True
hialo,True,2,ADJ-HEUR,True
quito,True,6,ADJ-HEUR,True
chona,True,3,ADJ-HEUR,True
treco,True,2,ADJ-HEUR,True
boçar,True,4,ADJ-HEUR,True
biose,True,3,ADJ-HEUR,True
etino,True,4,ADJ-HEUR,True
nervo,True,5,ADJ-HEUR,True
costo,True,4,ADJ-HEUR,True
nairo,True,4,ADJ-HEUR,True
arenã,True,4,ADJ-HEUR,True
termo,True,5,ADJ-HEUR,True
imago,True,3,ADJ-HEUR,True
angas,True,4,ADJ-HEUR,True
horão,True,7,ADJ-HEUR,True
baiar,True,3,ADJ-HEUR,True
âmnio,True,4,ADJ-HEUR,True
népia,True,4,ADJ-HEUR,True
ganja,True,5,ADJ-HEUR,True
hirco,True,4,ADJ-HEUR,True
páter,True,3,ADJ-HEUR,True
lidar,True,3,ADJ-HEUR,True
uiapé,True,4,ADJ-HEUR,True
caori,True,2,ADJ-HEUR,True
casas,True,4,ADJ-HEUR,True
pargo,True,4,ADJ-HEUR,True
chiru,True,3,ADJ-HEUR,True
incas,True,3,ADJ-HEUR,True
urnas,True,4,ADJ-HEUR,True
estar,True,5,ADJ-HEUR,True
craca,True,5,ADJ-HEUR,True
ácnua,True,3,ADJ-HEUR,True
naife,True,5,ADJ-HEUR,True
único,True,5,ADJ-HEUR,True
lilás,True,5,ADJ-HEUR,True
muata,True,4,ADJ-HEUR,True
abuiz,True,3,ADJ-HEUR,True
cófea,True,5,ADJ-HEUR,True
enase,True,4,ADJ-HEUR,True
turfe,True,4,ADJ-HEUR,True
eumbo,True,4,ADJ-HEUR,True
marto,True,7,ADJ-HEUR,True
líbio,True,4,ADJ-HEUR,True
taúva,True,5,ADJ-HEUR,True
zacum,True,6,ADJ-HEUR,True
itral,True,3,ADJ-HEUR,True
vodum,True,4,ADJ-HEUR,True
ilhar,True,3,ADJ-HEUR,True
cagom,True,3,ADJ-HEUR,True
pirex,True,5,ADJ-HEUR,True
chega,True,4,ADJ-HEUR,True
cimba,True,4,ADJ-HEUR,True
judas,True,4,ADJ-HEUR,True
agame,True,3,ADJ-HEUR,True
rifte,True,4,ADJ-HEUR,True
quemi,True,4,ADJ-HEUR,True
gaiar,True,5,ADJ-HEUR,True
bânia,True,4,ADJ-HEUR,True
cotar,True,5,ADJ-HEUR,True
gozar,True,7,ADJ-HEUR,True
tíner,True,4,ADJ-HEUR,True
tolpe,True,3,ADJ-HEUR,True
arceu,True,2,ADJ-HEUR,True
bembe,True,5,ADJ-HEUR,True
anabó,True,3,ADJ-HEUR,True
chauã,True,4,ADJ-HEUR,True
larga,True,3,ADJ-HEUR,True
renge,True,3,ADJ-HEUR,True
toupa,True,6,ADJ-HEUR,True
ombro,True,5,ADJ-HEUR,True
bantã,True,5,ADJ-HEUR,True
meruí,True,5,ADJ-HEUR,True
jales,True,4,ADJ-HEUR,True
bítis,True,4,ADJ-HEUR,True
boope,True,5,ADJ-HEUR,True
ciese,True,4,ADJ-HEUR,True
manto,True,5,ADJ-HEUR,True
dioma,True,5,ADJ-HEUR,True
imago,True,3,ADJ-HEUR,True
macaá,True,4,ADJ-HEUR,True
pomba,True,5,ADJ-HEUR,True
suída,True,5,ADJ-HEUR,True
vetor,True,4,ADJ-HEUR,True
piraí,True,4,ADJ-HEUR,True
clips,True,3,ADJ-HEUR,True
suxar,True,8,ADJ-HEUR,True
xarda,True,7,ADJ-HEUR,True
írpex,True,4,ADJ-HEUR,True
oriza,True,3,ADJ-HEUR,True
carme,True,4,ADJ-HEUR,True
piqui,True,5,ADJ-HEUR,True
doilo,True,7,ADJ-HEUR,True
tchau,True,3,ADJ-HEUR,True
fixez,True,5,ADJ-HEUR,True
rúpia,True,6,ADJ-HEUR,True
supor,True,3,ADJ-HEUR,True
rádon,True,4,ADJ-HEUR,True
ligal,True,5,ADJ-HEUR,True
vedal,True,6,ADJ-HEUR,True
mossi,True,3,ADJ-HEUR,True
dioso,True,5,ADJ-HEUR,True
sarça,True,4,ADJ-HEUR,True
moeda,True,5,ADJ-HEUR,True
feudo,True,4,ADJ-HEUR,True
dotar,True,4,ADJ-HEUR,True
lançó,True,5,ADJ-HEUR,True
nomes,True,3,ADJ-HEUR,True
moabi,True,3,ADJ-HEUR,True
arfir,True,4,ADJ-HEUR,True
suazi,True,6,ADJ-HEUR,True
macrô,True,3,ADJ-HEUR,True
zagor,True,4,ADJ-HEUR,True
alfim,True,3,ADJ-HEUR,True
sebas,True,5,ADJ-HEUR,True
foina,True,3,ADJ-HEUR,True
bunce,True,4,ADJ-HEUR,True
laços,True,3,ADJ-HEUR,True
picul,True,3,ADJ-HEUR,True
betar,True,4,ADJ-HEUR,True
caeté,True,3,ADJ-HEUR,True
ítame,True,4,ADJ-HEUR,True
lurda,True,4,ADJ-HEUR,True
mulói,True,3,ADJ-HEUR,True
fando,True,4,ADJ-HEUR,True
ozear,True,5,ADJ-HEUR,True
vinoa,True,4,ADJ-HEUR,True
sozal,True,3,ADJ-HEUR,True
sachê,True,5,ADJ-HEUR,True
tange,True,5,ADJ-HEUR,True
chinó,True,4,ADJ-HEUR,True
rolar,False,10,ADJ-HEUR,True
urdir,True,3,ADJ-HEUR,True
mopla,True,5,ADJ-HEUR,True
folar,True,5,ADJ-HEUR,True
turma,True,4,ADJ-HEUR,True
cagão,True,5,ADJ-HEUR,True
humbo,True,7,ADJ-HEUR,True
lígeo,True,4,ADJ-HEUR,True
uliia,True,6,ADJ-HEUR,True
êxaco,True,5,ADJ-HEUR,True
nicol,True,4,ADJ-HEUR,True
titim,True,4,ADJ-HEUR,True
bórax,True,4,ADJ-HEUR,True
losna,True,2,ADJ-HEUR,True
jades,True,5,ADJ-HEUR,True
cimno,True,5,ADJ-HEUR,True
chona,True,3,ADJ-HEUR,True
borba,True,6,ADJ-HEUR,True
choco,True,4,ADJ-HEUR,True
vassá,True,5,ADJ-HEUR,True
reais,True,4,ADJ-HEUR,True
fagal,True,6,ADJ-HEUR,True
teame,True,4,ADJ-HEUR,True
iatal,True,3,ADJ-HEUR,True
puçás,True,4,ADJ-HEUR,True
charo,True,3,ADJ-HEUR,True
jongo,True,7,ADJ-HEUR,True
lesas,True,5,ADJ-HEUR,True
pejos,True,5,ADJ-HEUR,True
lisga,True,4,ADJ-HEUR,True
coice,True,4,ADJ-HEUR,True
luvar,True,9,ADJ-HEUR,True
chipó,True,3,ADJ-HEUR,True
papão,True,9,ADJ-HEUR,True
talha,True,3,ADJ-HEUR,True
luzia,True,8,ADJ-HEUR,True
lagar,True,5,ADJ-HEUR,True
uaçaí,True,6,ADJ-HEUR,True
aratu,True,5,ADJ-HEUR,True
tinga,True,5,ADJ-HEUR,True
emexo,True,4,ADJ-HEUR,True
guiás,True,4,ADJ-HEUR,True
motim,True,4,ADJ-HEUR,True
tongo,True,8,ADJ-HEUR,True
perna,True,4,ADJ-HEUR,True
húmil,True,3,ADJ-HEUR,True
lecal,True,5,ADJ-HEUR,True
timão,True,3,ADJ-HEUR,True
gozar,True,7,ADJ-HEUR,True
toler,True,4,ADJ-HEUR,True
mogai,True,4,ADJ-HEUR,True
pruca,True,3,ADJ-HEUR,True
mudrá,True,3,ADJ-HEUR,True
cangu,True,3,ADJ-HEUR,True
ameba,True,4,ADJ-HEUR,True
amelo,True,4,ADJ-HEUR,True
edema,True,4,ADJ-HEUR,True
algas,True,3,ADJ-HEUR,True
dônax,True,4,ADJ-HEUR,True
landu,True,4,ADJ-HEUR,True
feder,True,5,ADJ-HEUR,True
azibó,True,4,ADJ-HEUR,True
amurê,True,4,ADJ-HEUR,True
ustão,True,4,ADJ-HEUR,True
doida,True,6,ADJ-HEUR,True
renge,True,3,ADJ-HEUR,True
tinto,True,6,ADJ-HEUR,True
abama,True,6,ADJ-HEUR,True
funco,True,5,ADJ-HEUR,True
séqui,True,4,ADJ-HEUR,True
píceo,True,5,ADJ-HEUR,True
nipto,True,4,ADJ-HEUR,True
musmê,True,4,ADJ-HEUR,True
buril,True,3,ADJ-HEUR,True
mileu,True,4,ADJ-HEUR,True
bágua,True,3,ADJ-HEUR,True
robaz,True,3,ADJ-HEUR,True
axila,True,2,ADJ-HEUR,True
barás,True,3,ADJ-HEUR,True
beiru,True,3,ADJ-HEUR,True
humor,True,3,ADJ-HEUR,True
xabéu,True,5,ADJ-HEUR,True
cuscó,True,4,ADJ-HEUR,True
manda,True,4,ADJ-HEUR,True
cerdo,True,5,ADJ-HEUR,True
grafo,True,4,ADJ-HEUR,True
cúfia,True,4,ADJ-HEUR,True
frial,True,3,ADJ-HEUR,True
fraca,True,4,ADJ-HEUR,True
paitá,True,5,ADJ-HEUR,True
banar,True,4,ADJ-HEUR,True
sindi,True,3,ADJ-HEUR,True
pifão,True,5,ADJ-HEUR,True
rudez,True,4,ADJ-HEUR,True
jazer,True,5,ADJ-HEUR,True
flieu,True,3,ADJ-HEUR,True
trole,True,3,ADJ-HEUR,True
genoa,True,4,ADJ-HEUR,True
celta,True,3,ADJ-HEUR,True
prajá,True,4,ADJ-HEUR,True
clima,True,3,ADJ-HEUR,True
chaiá,True,4,ADJ-HEUR,True
cáqui,True,4,ADJ-HEUR,True
arcas,True,4,ADJ-HEUR,True
chove,True,4,ADJ-HEUR,True
astro,True,3,ADJ-HEUR,True
pejos,True,5,ADJ-HEUR,True
bruéu,True,4,ADJ-HEUR,True
songo,True,4,ADJ-HEUR,True
ajame,True,4,ADJ-HEUR,True
pacho,True,4,ADJ-HEUR,True
fitão,True,4,ADJ-HEUR,True
xerém,True,5,ADJ-HEUR,True
scone,True,4,ADJ-HEUR,True
sirte,True,4,ADJ-HEUR,True
eruir,True,3,ADJ-HEUR,True
luéea,True,3,ADJ-HEUR,True
mogué,True,3,ADJ-HEUR,True
reúso,True,6,ADJ-HEUR,True
silho,True,2,ADJ-HEUR,True
longo,True,5,ADJ-HEUR,True
foila,True,2,ADJ-HEUR,True
acima,True,3,ADJ-HEUR,True
rapiá,True,3,ADJ-HEUR,True
zucar,True,5,ADJ-HEUR,True
opaco,True,7,ADJ-HEUR,True
farta,True,7,ADJ-HEUR,True
funge,True,4,ADJ-HEUR,True
ganim,True,3,ADJ-HEUR,True
betar,True,4,ADJ-HEUR,True
caixa,True,4,ADJ-HEUR,True
gambo,True,5,ADJ-HEUR,True
fogão,True,6,ADJ-HEUR,True
íctis,True,4,ADJ-HEUR,True
liaça,True,3,ADJ-HEUR,True
aguaí,True,5,ADJ-HEUR,True
lúzio,True,4,ADJ-HEUR,True
umiri,True,2,ADJ-HEUR,True
sinar,True,7,ADJ-HEUR,True
