secret,success,attempts,policy,use_hints
ninja,True,5,ADJ-HEUR,True
fânio,True,5,ADJ-HEUR,True
líase,True,4,ADJ-HEUR,True
lumbo,True,3,ADJ-HEUR,True
bobos,True,6,ADJ-HEUR,True
ndulu,True,3,ADJ-HEUR,True
másio,True,3,ADJ-HEUR,True
bélio,True,4,ADJ-HEUR,True
janja,True,6,ADJ-HEUR,True
japiú,True,4,ADJ-HEUR,True
ratio,True,3,ADJ-HEUR,True
trico,True,2,ADJ-HEUR,True
haste,True,4,ADJ-HEUR,True
dueto,True,4,ADJ-HEUR,True
naifo,True,4,ADJ-HEUR,True
niaia,True,3,ADJ-HEUR,True
grato,True,2,ADJ-HEUR,True
píseo,True,3,ADJ-HEUR,True
sauni,True,3,ADJ-HEUR,True
paulo,True,5,ADJ-HEUR,True
élege,True,4,ADJ-HEUR,True
sólio,True,8,ADJ-HEUR,True
pailó,True,4,ADJ-HEUR,True
mioma,True,5,ADJ-HEUR,True
colãs,True,4,ADJ-HEUR,True
fócio,True,4,ADJ-HEUR,True
barém,True,4,ADJ-HEUR,True
mormo,True,5,ADJ-HEUR,True
sutra,True,5,ADJ-HEUR,True
jievo,True,6,ADJ-HEUR,True
vapor,True,5,ADJ-HEUR,True
camol,True,4,ADJ-HEUR,True
lendu,True,3,ADJ-HEUR,True
punga,True,4,ADJ-HEUR,True
penia,True,4,ADJ-HEUR,True
burca,True,4,ADJ-HEUR,True
faite,True,4,ADJ-HEUR,True
lêmea,True,4,ADJ-HEUR,True
bigle,True,2,ADJ-HEUR,True
boiçu,True,3,ADJ-HEUR,True
torso,True,8,ADJ-HEUR,True
quime,True,3,ADJ-HEUR,True
beola,True,3,ADJ-HEUR,True
tétum,True,4,ADJ-HEUR,True
herse,True,6,ADJ-HEUR,True
gorja,True,6,ADJ-HEUR,True
apoia,True,3,ADJ-HEUR,True
ciber,True,5,ADJ-HEUR,True
matos,True,7,ADJ-HEUR,True
tropa,True,3,ADJ-HEUR,True
buris,True,4,ADJ-HEUR,True
vulco,True,3,ADJ-HEUR,True
amuxã,True,4,ADJ-HEUR,True
clube,True,4,ADJ-HEUR,True
costo,True,4,ADJ-HEUR,True
nager,True,5,ADJ-HEUR,True
sarro,True,8,ADJ-HEUR,True
áglia,True,7,ADJ-HEUR,True
costa,True,2,ADJ-HEUR,True
anacá,True,4,ADJ-HEUR,True
acaru,True,3,ADJ-HEUR,True
mutra,True,5,ADJ-HEUR,True
pacas,True,3,ADJ-HEUR,True
uaurá,True,5,ADJ-HEUR,True
lorpa,True,4,ADJ-HEUR,True
toral,True,10,ADJ-HEUR,True
peito,True,5,ADJ-HEUR,True
tarte,True,7,ADJ-HEUR,True
simão,True,3,ADJ-HEUR,True
gansa,True,6,ADJ-HEUR,True
pataz,True,5,ADJ-HEUR,True
siame,True,3,ADJ-HEUR,True
fezes,True,4,ADJ-HEUR,True
tagma,True,4,ADJ-HEUR,True
larga,True,3,ADJ-HEUR,True
igapó,True,5,ADJ-HEUR,True
amada,True,5,ADJ-HEUR,True
tapua,True,6,ADJ-HEUR,True
jógui,True,4,ADJ-HEUR,True
dogãs,True,4,ADJ-HEUR,True
gluão,True,4,ADJ-HEUR,True
oluás,True,3,ADJ-HEUR,True
hidno,True,4,ADJ-HEUR,True
cajus,True,5,ADJ-HEUR,True
busto,True,4,ADJ-HEUR,True
midau,True,4,ADJ-HEUR,True
tirió,True,4,ADJ-HEUR,True
remos,True,3,ADJ-HEUR,True
cunho,True,5,ADJ-HEUR,True
japué,True,4,ADJ-HEUR,True
sabeu,True,5,ADJ-HEUR,True
cuari,True,2,ADJ-HEUR,True
íxalo,True,6,ADJ-HEUR,True
remar,True,6,ADJ-HEUR,True
lavar,True,9,ADJ-HEUR,True
obrar,True,6,ADJ-HEUR,True
ilhar,True,3,ADJ-HEUR,True
ventã,True,4,ADJ-HEUR,True
pruir,True,5,ADJ-HEUR,True
ustir,True,4,ADJ-HEUR,True
amigo,True,3,ADJ-HEUR,True
fruro,True,6,ADJ-HEUR,True
sisar,True,8,ADJ-HEUR,True
cumbé,True,3,ADJ-HEUR,True
luvas,True,4,ADJ-HEUR,True
erros,True,3,ADJ-HEUR,True
disso,True,6,ADJ-HEUR,True
pigro,True,5,ADJ-HEUR,True
maújo,True,4,ADJ-HEUR,True
ganjá,True,4,ADJ-HEUR,True
jessé,True,4,ADJ-HEUR,True
oeste,True,3,ADJ-HEUR,True
forma,True,6,ADJ-HEUR,True
petro,True,6,ADJ-HEUR,True
jânua,True,5,ADJ-HEUR,True
macoa,True,5,ADJ-HEUR,True
lauié,True,4,ADJ-HEUR,True
foice,True,3,ADJ-HEUR,True
caris,True,5,ADJ-HEUR,True
carme,True,4,ADJ-HEUR,True
gundu,True,3,ADJ-HEUR,True
ixora,True,3,ADJ-HEUR,True
psoco,True,4,ADJ-HEUR,True
bruto,True,3,ADJ-HEUR,True
aguar,True,5,ADJ-HEUR,True
socão,True,5,ADJ-HEUR,True
argém,True,4,ADJ-HEUR,True
cunau,True,3,ADJ-HEUR,True
agala,True,4,ADJ-HEUR,True
pódon,True,3,ADJ-HEUR,True
giros,True,3,ADJ-HEUR,True
metro,True,5,ADJ-HEUR,True
lécia,True,6,ADJ-HEUR,True
vidro,True,4,ADJ-HEUR,True
pituá,True,4,ADJ-HEUR,True
colim,True,3,ADJ-HEUR,True
brava,True,6,ADJ-HEUR,True
zoose,True,4,ADJ-HEUR,True
quemi,True,4,ADJ-HEUR,True
iupuá,True,4,ADJ-HEUR,True
bento,True,4,ADJ-HEUR,True
fugel,True,3,ADJ-HEUR,True
pente,True,6,ADJ-HEUR,True
vícoa,True,3,ADJ-HEUR,True
mijão,True,4,ADJ-HEUR,True
fosco,True,4,ADJ-HEUR,True
derme,True,3,ADJ-HEUR,True
brios,True,2,ADJ-HEUR,True
érebo,True,4,ADJ-HEUR,True
mungu,True,3,ADJ-HEUR,True
quepe,True,5,ADJ-HEUR,True
patás,True,4,ADJ-HEUR,True
crume,True,3,ADJ-HEUR,True
atear,True,3,ADJ-HEUR,True
feaco,True,6,ADJ-HEUR,True
agaré,True,5,ADJ-HEUR,True
rudez,True,4,ADJ-HEUR,True
total,True,6,ADJ-HEUR,True
muito,True,5,ADJ-HEUR,True
fumar,True,7,ADJ-HEUR,True
ethos,True,3,ADJ-HEUR,True
lorca,True,3,ADJ-HEUR,True
cacre,True,5,ADJ-HEUR,True
gelos,True,4,ADJ-HEUR,True
sobeu,True,4,ADJ-HEUR,True
focho,True,5,ADJ-HEUR,True
idear,True,4,ADJ-HEUR,True
bijuí,True,4,ADJ-HEUR,True
musgo,True,4,ADJ-HEUR,True
foina,True,3,ADJ-HEUR,True
capso,True,4,ADJ-HEUR,True
féria,True,4,ADJ-HEUR,True
sunfa,True,5,ADJ-HEUR,True
denso,True,4,ADJ-HEUR,True
urubu,True,3,ADJ-HEUR,True
corrá,True,3,ADJ-HEUR,True
tirta,True,8,ADJ-HEUR,True
boêlo,True,3,ADJ-HEUR,True
perum,True,3,ADJ-HEUR,True
incha,True,4,ADJ-HEUR,True
torós,True,3,ADJ-HEUR,True
virol,True,4,ADJ-HEUR,True
bâmbi,True,5,ADJ-HEUR,True
sauro,True,5,ADJ-HEUR,True
cuxiú,True,5,ADJ-HEUR,True
ergia,True,4,ADJ-HEUR,True
sélio,True,7,ADJ-HEUR,True
tatás,True,4,ADJ-HEUR,True
fioto,True,4,ADJ-HEUR,True
caças,True,6,ADJ-HEUR,True
giglê,True,3,ADJ-HEUR,True
major,True,5,ADJ-HEUR,True
ungui,True,3,ADJ-HEUR,True
bencu,True,4,ADJ-HEUR,True
guira,True,4,ADJ-HEUR,True
gebar,True,6,ADJ-HEUR,True
siame,True,3,ADJ-HEUR,True
aitão,True,2,ADJ-HEUR,True
énula,True,3,ADJ-HEUR,True
pequi,True,4,ADJ-HEUR,True
maçar,True,7,ADJ-HEUR,True
saicã,True,3,ADJ-HEUR,True
aurir,True,3,ADJ-HEUR,True
fonte,True,4,ADJ-HEUR,True
perua,True,5,ADJ-HEUR,True
edens,True,4,ADJ-HEUR,True
fobia,True,4,ADJ-HEUR,True
labéu,True,3,ADJ-HEUR,True
bosca,True,3,ADJ-HEUR,True
jápix,True,4,ADJ-HEUR,True
arife,True,6,ADJ-HEUR,True
rexio,True,6,ADJ-HEUR,True
cutim,True,3,ADJ-HEUR,True
lapar,True,8,ADJ-HEUR,True
lança,True,4,ADJ-HEUR,True
prius,True,3,ADJ-HEUR,True
stout,True,4,ADJ-HEUR,True
maiar,True,6,ADJ-HEUR,True
cuará,True,3,ADJ-HEUR,True
eixos,True,6,ADJ-HEUR,True
dieta,True,4,ADJ-HEUR,True
albis,True,3,ADJ-HEUR,True
bairi,True,2,ADJ-HEUR,True
aracu,True,3,ADJ-HEUR,True
erres,True,4,ADJ-HEUR,True
uceno,True,4,ADJ-HEUR,True
caiar,True,2,ADJ-HEUR,True
vénus,True,3,ADJ-HEUR,True
ducal,True,4,ADJ-HEUR,True
jaléu,True,3,ADJ-HEUR,True
tmema,True,4,ADJ-HEUR,True
fauno,True,3,ADJ-HEUR,True
taico,True,5,ADJ-HEUR,True
orjal,True,2,ADJ-HEUR,True
funar,True,5,ADJ-HEUR,True
mogor,True,3,ADJ-HEUR,True
femte,True,4,ADJ-HEUR,True
mamuí,True,5,ADJ-HEUR,True
sanhá,True,5,ADJ-HEUR,True
ósmio,True,4,ADJ-HEUR,True
bacaa,True,5,ADJ-HEUR,True
berno,True,6,ADJ-HEUR,True
nílio,True,7,ADJ-HEUR,True
janal,True,7,ADJ-HEUR,True
seral,True,8,ADJ-HEUR,True
serbo,True,5,ADJ-HEUR,True
sacar,True,3,ADJ-HEUR,True
anuro,True,3,ADJ-HEUR,True
muolo,True,5,ADJ-HEUR,True
embeu,True,3,ADJ-HEUR,True
prego,True,4,ADJ-HEUR,True
topaz,True,3,ADJ-HEUR,True
galho,True,5,ADJ-HEUR,True
segão,True,5,ADJ-HEUR,True
ptero,True,3,ADJ-HEUR,True
nutum,True,3,ADJ-HEUR,True
telso,True,6,ADJ-HEUR,True
saruá,True,3,ADJ-HEUR,True
leque,True,4,ADJ-HEUR,True
olhão,True,4,ADJ-HEUR,True
naife,True,5,ADJ-HEUR,True
cipós,True,4,ADJ-HEUR,True
bucho,True,4,ADJ-HEUR,True
arcar,True,3,ADJ-HEUR,True
brevê,True,4,ADJ-HEUR,True
colãs,True,4,ADJ-HEUR,True
rúfio,True,5,ADJ-HEUR,True
sacta,True,5,ADJ-HEUR,True
breal,True,3,ADJ-HEUR,True
úsnea,True,6,ADJ-HEUR,True
fusor,True,4,ADJ-HEUR,True
telex,True,4,ADJ-HEUR,True
tatás,True,4,ADJ-HEUR,True
acuém,True,3,ADJ-HEUR,True
boana,True,4,ADJ-HEUR,True
varli,True,2,ADJ-HEUR,True
fibra,True,4,ADJ-HEUR,True
mates,True,4,ADJ-HEUR,True
lenão,True,3,ADJ-HEUR,True
pofia,True,3,ADJ-HEUR,True
melão,True,3,ADJ-HEUR,True
miami,True,3,ADJ-HEUR,True
passé,True,4,ADJ-HEUR,True
bétis,True,4,ADJ-HEUR,True
ortol,True,3,ADJ-HEUR,True
vunda,True,5,ADJ-HEUR,True
rígio,True,3,ADJ-HEUR,True
nhama,True,4,ADJ-HEUR,True
píono,True,5,ADJ-HEUR,True
picto,True,5,ADJ-HEUR,True
jegue,True,5,ADJ-HEUR,True
astil,True,3,ADJ-HEUR,True
coval,True,6,ADJ-HEUR,True
tocos,True,5,ADJ-HEUR,True
númen,True,3,ADJ-HEUR,True
bútua,True,4,ADJ-HEUR,True
otojo,True,5,ADJ-HEUR,True
abios,True,2,ADJ-HEUR,True
tonfe,True,5,ADJ-HEUR,True
rojar,True,6,ADJ-HEUR,True
cudzu,True,4,ADJ-HEUR,True
alofe,True,3,ADJ-HEUR,True
calvo,True,7,ADJ-HEUR,True
cândi,True,3,ADJ-HEUR,True
utoca,True,4,ADJ-HEUR,True
cuane,True,3,ADJ-HEUR,True
facie,True,3,ADJ-HEUR,True
úsnea,True,6,ADJ-HEUR,True
impor,True,3,ADJ-HEUR,True
tipió,True,4,ADJ-HEUR,True
circo,True,8,ADJ-HEUR,True
tilar,True,6,ADJ-HEUR,True
capso,True,4,ADJ-HEUR,True
orica,True,2,ADJ-HEUR,True
amalé,True,3,ADJ-HEUR,True
peaça,True,4,ADJ-HEUR,True
torce,True,4,ADJ-HEUR,True
acica,True,4,ADJ-HEUR,True
teiru,True,4,ADJ-HEUR,True
elias,True,3,ADJ-HEUR,True
neuma,True,4,ADJ-HEUR,True
roncó,True,4,ADJ-HEUR,True
onixe,True,3,ADJ-HEUR,True
congo,True,4,ADJ-HEUR,True
taico,True,5,ADJ-HEUR,True
uapês,True,5,ADJ-HEUR,True
frigo,True,4,ADJ-HEUR,True
tente,True,4,ADJ-HEUR,True
estau,True,4,ADJ-HEUR,True
zuavo,True,6,ADJ-HEUR,True
ripar,True,9,ADJ-HEUR,True
chica,True,5,ADJ-HEUR,True
ânimo,True,5,ADJ-HEUR,True
sinhô,True,4,ADJ-HEUR,True
unués,True,4,ADJ-HEUR,True
sevar,True,7,ADJ-HEUR,True
veiro,True,2,ADJ-HEUR,True
foice,True,3,ADJ-HEUR,True
pombo,True,7,ADJ-HEUR,True
peona,True,3,ADJ-HEUR,True
pichi,True,4,ADJ-HEUR,True
tolaz,True,5,ADJ-HEUR,True
parba,True,4,ADJ-HEUR,True
mioto,True,4,ADJ-HEUR,True
mutoé,True,3,ADJ-HEUR,True
aiala,True,2,ADJ-HEUR,True
árgio,True,4,ADJ-HEUR,True
dunas,True,3,ADJ-HEUR,True
éforo,True,5,ADJ-HEUR,True
valor,True,4,ADJ-HEUR,True
pítio,True,5,ADJ-HEUR,True
girar,True,6,ADJ-HEUR,True
ideia,True,6,ADJ-HEUR,True
babão,True,7,ADJ-HEUR,True
plomo,True,4,ADJ-HEUR,True
súsio,True,5,ADJ-HEUR,True
taxal,True,7,ADJ-HEUR,True
tesão,True,5,ADJ-HEUR,True
pegol,True,5,ADJ-HEUR,True
catim,True,4,ADJ-HEUR,True
tutti,True,4,ADJ-HEUR,True
agrar,True,5,ADJ-HEUR,True
tífis,True,4,ADJ-HEUR,True
fucal,True,5,ADJ-HEUR,True
zunir,True,5,ADJ-HEUR,True
aneia,True,5,ADJ-HEUR,True
ulose,True,3,ADJ-HEUR,True
acauã,True,3,ADJ-HEUR,True
pequi,True,4,ADJ-HEUR,True
bisão,True,4,ADJ-HEUR,True
ceniz,True,4,ADJ-HEUR,True
louca,True,3,ADJ-HEUR,True
turno,True,6,ADJ-HEUR,True
colvá,True,4,ADJ-HEUR,True
mueba,True,6,ADJ-HEUR,True
divão,True,6,ADJ-HEUR,True
laxar,True,10,ADJ-HEUR,True
ditos,True,4,ADJ-HEUR,True
icomo,True,3,ADJ-HEUR,True
sanãs,True,5,ADJ-HEUR,True
lumes,True,2,ADJ-HEUR,True
bôers,True,3,ADJ-HEUR,True
hetar,True,5,ADJ-HEUR,True
pagro,True,4,ADJ-HEUR,True
friez,True,3,ADJ-HEUR,True
aqueu,True,4,ADJ-HEUR,True
mosbá,True,3,ADJ-HEUR,True
loira,True,2,ADJ-HEUR,True
aioro,True,3,ADJ-HEUR,True
rapel,True,5,ADJ-HEUR,True
ponto,True,6,ADJ-HEUR,True
oquié,True,4,ADJ-HEUR,True
págua,True,4,ADJ-HEUR,True
picul,True,3,ADJ-HEUR,True
úngue,True,4,ADJ-HEUR,True
lóqui,True,4,ADJ-HEUR,True
miúde,True,4,ADJ-HEUR,True
rênio,True,6,ADJ-HEUR,True
durão,True,5,ADJ-HEUR,True
reima,True,3,ADJ-HEUR,True
naque,True,3,ADJ-HEUR,True
valva,True,4,ADJ-HEUR,True
parvi,True,4,ADJ-HEUR,True
úropo,True,6,ADJ-HEUR,True
maroa,True,4,ADJ-HEUR,True
alaso,True,6,ADJ-HEUR,True
tesno,True,3,ADJ-HEUR,True
saibo,True,3,ADJ-HEUR,True
cupão,True,4,ADJ-HEUR,True
pilim,True,3,ADJ-HEUR,True
facho,True,5,ADJ-HEUR,True
evigo,True,6,ADJ-HEUR,True
logba,True,4,ADJ-HEUR,True
lúmia,True,7,ADJ-HEUR,True
cunho,True,5,ADJ-HEUR,True
cuari,True,2,ADJ-HEUR,True
nobre,True,5,ADJ-HEUR,True
ínubo,True,4,ADJ-HEUR,True
ábato,True,4,ADJ-HEUR,True
máseo,True,5,ADJ-HEUR,True
ganir,True,2,ADJ-HEUR,True
capuz,True,5,ADJ-HEUR,True
artes,True,3,ADJ-HEUR,True
curto,True,3,ADJ-HEUR,True
infra,True,4,ADJ-HEUR,True
pádua,True,4,ADJ-HEUR,True
clube,True,4,ADJ-HEUR,True
anuaí,True,4,ADJ-HEUR,True
segar,True,5,ADJ-HEUR,True
boçal,True,5,ADJ-HEUR,True
babuí,True,5,ADJ-HEUR,True
cúnia,True,5,ADJ-HEUR,True
rauli,True,2,ADJ-HEUR,True
picos,True,4,ADJ-HEUR,True
méloe,True,4,ADJ-HEUR,True
hansa,True,5,ADJ-HEUR,True
mogué,True,3,ADJ-HEUR,True
tulha,True,3,ADJ-HEUR,True
vilar,True,7,ADJ-HEUR,True
oleno,True,6,ADJ-HEUR,True
tergo,True,4,ADJ-HEUR,True
píceo,True,5,ADJ-HEUR,True
argel,True,2,ADJ-HEUR,True
lúfia,True,6,ADJ-HEUR,True
bouda,True,3,ADJ-HEUR,True
norna,True,7,ADJ-HEUR,True
svava,True,4,ADJ-HEUR,True
tajás,True,4,ADJ-HEUR,True
imene,True,4,ADJ-HEUR,True
songa,True,5,ADJ-HEUR,True
mandu,True,3,ADJ-HEUR,True
otite,True,5,ADJ-HEUR,True
jaqué,True,5,ADJ-HEUR,True
pombo,True,7,ADJ-HEUR,True
eduto,True,3,ADJ-HEUR,True
cãibo,True,4,ADJ-HEUR,True
pigar,True,5,ADJ-HEUR,True
mouco,True,4,ADJ-HEUR,True
piezo,True,5,ADJ-HEUR,True
blusa,True,5,ADJ-HEUR,True
quilo,True,6,ADJ-HEUR,True
esmar,True,3,ADJ-HEUR,True
tópia,True,4,ADJ-HEUR,True
temor,True,3,ADJ-HEUR,True
pifão,True,5,ADJ-HEUR,True
hosco,True,5,ADJ-HEUR,True
anejo,True,3,ADJ-HEUR,True
moogo,True,5,ADJ-HEUR,True
acusa,True,4,ADJ-HEUR,True
butua,True,4,ADJ-HEUR,True
bejel,True,5,ADJ-HEUR,True
break,True,3,ADJ-HEUR,True
frito,True,3,ADJ-HEUR,True
filão,True,4,ADJ-HEUR,True
rijal,True,2,ADJ-HEUR,True
fibra,True,4,ADJ-HEUR,True
ubaia,True,7,ADJ-HEUR,True
bílis,True,5,ADJ-HEUR,True
apocã,True,4,ADJ-HEUR,True
risor,True,3,ADJ-HEUR,True
xarda,True,7,ADJ-HEUR,True
mucum,True,5,ADJ-HEUR,True
bobés,True,6,ADJ-HEUR,True
elebó,True,3,ADJ-HEUR,True
muchi,True,4,ADJ-HEUR,True
cébio,True,4,ADJ-HEUR,True
venal,True,7,ADJ-HEUR,True
bouda,True,3,ADJ-HEUR,True
nóbis,True,4,ADJ-HEUR,True
tavão,True,6,ADJ-HEUR,True
tirió,True,4,ADJ-HEUR,True
moles,True,2,ADJ-HEUR,True
iriju,True,4,ADJ-HEUR,True
néper,True,4,ADJ-HEUR,True
laude,True,3,ADJ-HEUR,True
moule,True,4,ADJ-HEUR,True
sairé,True,3,ADJ-HEUR,True
jaspe,True,5,ADJ-HEUR,True
pouso,True,4,ADJ-HEUR,True
animi,True,4,ADJ-HEUR,True
maúlo,True,3,ADJ-HEUR,True
fogar,True,5,ADJ-HEUR,True
bágua,True,3,ADJ-HEUR,True
iriju,True,4,ADJ-HEUR,True
groir,True,3,ADJ-HEUR,True
prole,True,2,ADJ-HEUR,True
naifo,True,4,ADJ-HEUR,True
hábil,True,4,ADJ-HEUR,True
varli,True,2,ADJ-HEUR,True
múzua,True,6,ADJ-HEUR,True
comil,True,3,ADJ-HEUR,True
exina,True,4,ADJ-HEUR,True
manul,True,4,ADJ-HEUR,True
fosia,True,3,ADJ-HEUR,True
sissó,True,3,ADJ-HEUR,True
bacão,True,4,ADJ-HEUR,True
gajar,True,7,ADJ-HEUR,True
cevar,True,6,ADJ-HEUR,True
cusco,True,5,ADJ-HEUR,True
strip,True,3,ADJ-HEUR,True
narça,True,6,ADJ-HEUR,True
trans,True,5,ADJ-HEUR,True
iátio,True,6,ADJ-HEUR,True
iicaí,True,5,ADJ-HEUR,True
bobés,True,6,ADJ-HEUR,True
ustir,True,4,ADJ-HEUR,True
luzir,True,3,ADJ-HEUR,True
baire,True,2,ADJ-HEUR,True
tarte,True,7,ADJ-HEUR,True
panco,True,4,ADJ-HEUR,True
vitre,True,4,ADJ-HEUR,True
miaro,True,3,ADJ-HEUR,True
migma,True,5,ADJ-HEUR,True
pátio,True,4,ADJ-HEUR,True
sucre,True,4,ADJ-HEUR,True
xique,True,8,ADJ-HEUR,True
lagar,True,5,ADJ-HEUR,True
pório,True,7,ADJ-HEUR,True
untué,True,3,ADJ-HEUR,True
aguiã,True,5,ADJ-HEUR,True
timbé,True,4,ADJ-HEUR,True
talim,True,5,ADJ-HEUR,True
zoura,True,5,ADJ-HEUR,True
iauma,True,3,ADJ-HEUR,True
laçar,True,4,ADJ-HEUR,True
traco,True,3,ADJ-HEUR,True
arpéu,True,3,ADJ-HEUR,True
caput,True,7,ADJ-HEUR,True
zagre,True,5,ADJ-HEUR,True
tremó,True,5,ADJ-HEUR,True
bedro,True,4,ADJ-HEUR,True
ádipe,True,3,ADJ-HEUR,True
dâmar,True,5,ADJ-HEUR,True
ledor,True,3,ADJ-HEUR,True
facie,True,3,ADJ-HEUR,True
pipra,True,7,ADJ-HEUR,True
monvo,True,7,ADJ-HEUR,True
puíta,True,5,ADJ-HEUR,True
ápeto,True,4,ADJ-HEUR,True
glacé,True,5,ADJ-HEUR,True
moico,True,8,ADJ-HEUR,True
inite,True,5,ADJ-HEUR,True
tusco,True,4,ADJ-HEUR,True
ponta,True,5,ADJ-HEUR,True
binha,True,6,ADJ-HEUR,True
lájea,True,4,ADJ-HEUR,True
sabiá,True,4,ADJ-HEUR,True
pilra,True,3,ADJ-HEUR,True
bolão,True,4,ADJ-HEUR,True
taixo,True,4,ADJ-HEUR,True
meias,True,4,ADJ-HEUR,True
húmus,True,3,ADJ-HEUR,True
velta,True,6,ADJ-HEUR,True
pravo,True,5,ADJ-HEUR,True
dieco,True,4,ADJ-HEUR,True
jorro,True,5,ADJ-HEUR,True
ofaié,True,3,ADJ-HEUR,True
modos,True,4,ADJ-HEUR,True
farum,True,5,ADJ-HEUR,True
ormuz,True,4,ADJ-HEUR,True
násio,True,3,ADJ-HEUR,True
lárix,True,3,ADJ-HEUR,True
galês,True,4,ADJ-HEUR,True
churi,True,3,ADJ-HEUR,True
gumba,True,5,ADJ-HEUR,True
pousa,True,3,ADJ-HEUR,True
nutar,True,4,ADJ-HEUR,True
estou,True,3,ADJ-HEUR,True
salpa,True,6,ADJ-HEUR,True
piano,True,4,ADJ-HEUR,True
fleme,True,4,ADJ-HEUR,True
ebiri,True,3,ADJ-HEUR,True
garôa,True,6,ADJ-HEUR,True
perce,True,3,ADJ-HEUR,True
tosão,True,5,ADJ-HEUR,True
paquã,True,5,ADJ-HEUR,True
ixode,True,4,ADJ-HEUR,True
creio,True,3,ADJ-HEUR,True
boîte,True,5,ADJ-HEUR,True
pingo,True,8,ADJ-HEUR,True
churi,True,3,ADJ-HEUR,True
pinha,True,5,ADJ-HEUR,True
gaulo,True,3,ADJ-HEUR,True
ipadu,True,5,ADJ-HEUR,True
omiri,True,2,ADJ-HEUR,True
cuari,True,2,ADJ-HEUR,True
banco,True,3,ADJ-HEUR,True
vulco,True,3,ADJ-HEUR,True
caíba,True,4,ADJ-HEUR,True
igbim,True,4,ADJ-HEUR,True
etípe,True,4,ADJ-HEUR,True
caros,True,3,ADJ-HEUR,True
tojos,True,7,ADJ-HEUR,True
âmnio,True,4,ADJ-HEUR,True
pegou,True,3,ADJ-HEUR,True
mugem,True,3,ADJ-HEUR,True
médon,True,3,ADJ-HEUR,True
rilar,True,3,ADJ-HEUR,True
jango,True,5,ADJ-HEUR,True
mésua,True,4,ADJ-HEUR,True
saúva,True,6,ADJ-HEUR,True
neres,True,4,ADJ-HEUR,True
urina,True,5,ADJ-HEUR,True
piruá,True,4,ADJ-HEUR,True
népia,True,4,ADJ-HEUR,True
ecese,True,5,ADJ-HEUR,True
dólar,True,5,ADJ-HEUR,True
saras,True,6,ADJ-HEUR,True
lícea,True,6,ADJ-HEUR,True
etito,True,5,ADJ-HEUR,True
lúfia,True,6,ADJ-HEUR,True
xelim,True,4,ADJ-HEUR,True
parto,True,6,ADJ-HEUR,True
azaia,True,4,ADJ-HEUR,True
bobar,True,10,ADJ-HEUR,True
cófia,True,3,ADJ-HEUR,True
redil,True,2,ADJ-HEUR,True
masca,True,5,ADJ-HEUR,True
varal,True,5,ADJ-HEUR,True
agavo,True,4,ADJ-HEUR,True
azoma,True,3,ADJ-HEUR,True
uapês,True,5,ADJ-HEUR,True
loiro,True,2,ADJ-HEUR,True
lapar,True,8,ADJ-HEUR,True
lécia,True,6,ADJ-HEUR,True
vitro,True,5,ADJ-HEUR,True
joiça,True,5,ADJ-HEUR,True
larau,True,3,ADJ-HEUR,True
saxes,True,5,ADJ-HEUR,True
píxis,True,4,ADJ-HEUR,True
frege,True,5,ADJ-HEUR,True
vinoa,True,4,ADJ-HEUR,True
aboma,True,2,ADJ-HEUR,True
iamém,True,4,ADJ-HEUR,True
goela,True,3,ADJ-HEUR,True
acuré,True,4,ADJ-HEUR,True
ofira,True,3,ADJ-HEUR,True
fóloe,True,3,ADJ-HEUR,True
meigo,True,5,ADJ-HEUR,True
ébano,True,5,ADJ-HEUR,True
sauni,True,3,ADJ-HEUR,True
nipto,True,4,ADJ-HEUR,True
joint,True,3,ADJ-HEUR,True
hebro,True,4,ADJ-HEUR,True
áfono,True,4,ADJ-HEUR,True
nadir,True,3,ADJ-HEUR,True
banço,True,4,ADJ-HEUR,True
vetor,True,4,ADJ-HEUR,True
foges,True,4,ADJ-HEUR,True
cioto,True,4,ADJ-HEUR,True
cutiú,True,4,ADJ-HEUR,True
fixar,True,8,ADJ-HEUR,True
mebou,True,3,ADJ-HEUR,True
rutul,True,5,ADJ-HEUR,True
grade,True,3,ADJ-HEUR,True
borda,True,4,ADJ-HEUR,True
ápodo,True,4,ADJ-HEUR,True
trepa,True,4,ADJ-HEUR,True
ecese,True,5,ADJ-HEUR,True
vitre,True,4,ADJ-HEUR,True
guaiá,True,5,ADJ-HEUR,True
relfa,True,3,ADJ-HEUR,True
fosga,True,4,ADJ-HEUR,True
stoma,True,3,ADJ-HEUR,True
lófio,True,3,ADJ-HEUR,True
anuir,True,2,ADJ-HEUR,True
crico,True,7,ADJ-HEUR,True
momar,True,7,ADJ-HEUR,True
olhão,True,4,ADJ-HEUR,True
opção,True,5,ADJ-HEUR,True
sairi,True,4,ADJ-HEUR,True
jupão,True,5,ADJ-HEUR,True
afofô,True,5,ADJ-HEUR,True
praga,True,4,ADJ-HEUR,True
obori,True,4,ADJ-HEUR,True
pruca,True,3,ADJ-HEUR,True
suave,True,5,ADJ-HEUR,True
fofar,True,7,ADJ-HEUR,True
panhe,True,6,ADJ-HEUR,True
múcor,True,4,ADJ-HEUR,True
saixé,True,6,ADJ-HEUR,True
enter,True,4,ADJ-HEUR,True
limas,True,3,ADJ-HEUR,True
sálio,True,6,ADJ-HEUR,True
pítio,True,5,ADJ-HEUR,True
necto,True,3,ADJ-HEUR,True
bisma,True,4,ADJ-HEUR,True
